locality,sub_locality,street_name,postcode
Beau Bassin,MONTREAL 2,cerisier,71618
Beau Bassin,MONTREAL 2,cococtier,71618
Beau Bassin,MONTREAL 2,coquelicot,71618
Beau Bassin,MONTREAL 2,datier,71618
Beau Bassin,MONTREAL 2,hibiscus upto marguerite,71618
Beau Bassin,MONTREAL 2,iris,71618
Beau Bassin,MONTREAL 2,jasmin,71618
Beau Bassin,MONTREAL 2,longanier,71618
Beau Bassin,MONTREAL 3,MONTREAL 3,71619
Beau Bassin,MONTREAL 4,MONTREAL 4(CHAPMAN VIEWS),71620
Beau Bassin,MORC AVRILLON,BASTIEN DASILVA,71516
Beau Bassin,MORC AVRILLON,TANGUY,71516
Beau Bassin,MORC AVRILLON,HERVE MASSON,71516
Beau Bassin,MORC AVRILLON,AUGUSTE TOUSSSAINT,71516
Beau Bassin,MORC AVRILLON,ALEX BHUJOHARRY,71516
Beau Bassin,MORC CLAIRMONT ,Asterix,71611
Beau Bassin,MORC CLAIRMONT ,Castafiore,71611
Beau Bassin,MORC CLAIRMONT ,Tournesol,71611
Beau Bassin,MORC CLAIRMONT ,Vaghjee (part),71611
Beau Bassin,MORC LA COMETE,APOLLO{part of Apollo},71406
Beau Bassin,MORC LA COMETE,ARMSTRONG,71406
Beau Bassin,MORC LA COMETE,Challenger,71406
Beau Bassin,MORC LA COMETE,Columbia,71406
Union Ducray / St Aubin,CITE SAINT AUBIN,,61502
Union Ducray / St Aubin,MORC St Aubin,,61503
Union Ducray / St Aubin,New morc St Aubin (land only),,61504
Union Ducray / St Aubin,UNION DUCRAY S.E/Union St Aubin,,61501
Beau Bassin,MORC LA COMETE,E.Aldrin,71406
Beau Bassin,MORC LA COMETE, Ariane(east side),71406
Beau Bassin,MORC LA COMETE,Flamboyant,71406
Beau Bassin,MORC LA COMETE, Allee des manguiers(part),71406
Beau Bassin,MORC LA COMETE, Collins(part),71406
Beau Bassin,MORC LA COMETE, Glover(one side),71406
Beau Bassin,MORC LA COMETE, Jacmin (Part),71406
Beau Bassin,MORC LA COMETE, Rene Maingard (part),71406
Beau Bassin,MORC LA COMETE,Roblet,71406
Beau Bassin,MORC LA COMETE, La Comete(whole),71406
Beau Bassin,MORC LA COMETE,L'independence (part),71406
Beau Bassin,MORC LA CONFIANCE 1,MORC LA CONFIANCE 1,71614
Beau Bassin,MORC LA CONFIANCE 2,MORC LA CONFIANCE 2,71615
Beau Bassin,MORC NEW TOWN, Ariane (part)east,71407
Beau Bassin,MORC NEW TOWN, Collins (part),71407
Beau Bassin,MORC NEW TOWN, Independence (part) southern side,71407
Beau Bassin,MORC NEW TOWN,Andrew,71407
Beau Bassin,MORC NEW TOWN,Armstrong,71407
Beau Bassin,MORC NEW TOWN,halley,71407
Beau Bassin,MORC NEW TOWN,Jupiter,71407
Beau Bassin,MORC NEW TOWN,L'independence (part),71407
Beau Bassin,MORC NEW TOWN,Mars,71407
Beau Bassin,MORC NEW TOWN,Pluton,71407
Beau Bassin,MORC NEW TOWN,Roches Brunes Ave (part) north,71407
Beau Bassin,MORC NEW TOWN,saturn,71407
Beau Bassin,MORC NEW TOWN,Spoutnik,71407
Beau Bassin,MORC VRS CHEBEL,MORC VRS CHEBEL,71621
Beau Bassin,Morcellement Hart de Keating ,Grenade lane,71612
Beau Bassin,Morcellement Hart de Keating ,Hart de Keating Lane,71612
Beau Bassin,Morcellement Hart de Keating ,Quinc Coromandel,71612
Beau Bassin,Morcellement Hart de Keating ,Ramjan lane,71612
Beau Bassin,Morcellement Hart de Keating , Royal Rd from Quin Coromandel  to Panorama,71612
Beau Bassin,MORCELLEMENT HERMITAGE,Ceres,71613
Beau Bassin,MORCELLEMENT HERMITAGE,Jupiter,71613
Beau Bassin,MORCELLEMENT HERMITAGE,Mars,71613
Beau Bassin,MORCELLEMENT HERMITAGE,Mercury,71613
Beau Bassin,MORCELLEMENT HERMITAGE,Saturne,71613
Beau Bassin,MORCELLEMENT HERMITAGE,Soleil,71613
Beau Bassin,Morcellement LIM FAT ,Middle Lane,71616
Beau Bassin,Morcellement LIM FAT ,Riverside,71616
Beau Bassin,Morcellement LIM FAT ,Including ROYAL RD,71616
Beau Bassin,N.H.D.C VUILLEMIN,N.H.D.C VUILLEMIN,71517
Beau Bassin,PALM PLAZA,PALM PLAZA,71518
Beau Bassin,PANORAMA,Panorama Lane,71622
Beau Bassin,PANORAMA,Colfin,71622
Beau Bassin,PANORAMA,Caboche,71622
Beau Bassin,PANORAMA,Ng Wan Hing,71622
Beau Bassin,PANORAMA,A. Bernon Lane,71622
Beau Bassin,PANORAMA,Royal Rd from Panorama to Bernon,71622
Beau Bassin,POLICE FLATS 1,POLICE FLATS 1,71623
Beau Bassin,POLICE FLATS 2,POLICE FLATS 2,71624
Beau Bassin,RESIDENCE ST DANIEL, L' Independence part (northern),71408
Beau Bassin,RESIDENCE ST DANIEL, Ariane  part  (west),71408
Beau Bassin,RESIDENCE ST DANIEL,South part of R.Rivet ending at Ariane,71408
Beau Bassin,ROCHES BRUNES,Allees des manguiers,71409
Beau Bassin,ROCHES BRUNES,Baboolll,71409
Beau Bassin,ROCHES BRUNES,east part of Ariane from R.Brunes to R.Maingard,71409
Beau Bassin,ROCHES BRUNES,Esprit Dennemont,71409
Beau Bassin,ROCHES BRUNES,Francois LIM,71409
Beau Bassin,ROCHES BRUNES,Independence,71409
L'Esperance,L'Esperance,,80301
Beau Bassin,ROCHES BRUNES,Jacmin,71409
Beau Bassin,ROCHES BRUNES,Jaumdally,71409
Beau Bassin,ROCHES BRUNES,M.Raffray,71409
Beau Bassin,ROCHES BRUNES,M.Vythilingum,71409
Beau Bassin,ROCHES BRUNES,marly,71409
Beau Bassin,ROCHES BRUNES,north side of Roches Brunes Avenue upto Ariane,71409
Beau Bassin,ROCHES BRUNES,P.Henessy from R.Brunes to R.maigard,71409
Beau Bassin,ROCHES BRUNES,Pere Arokeum,71409
Beau Bassin,ROCHES BRUNES,R.Balgobin,71409
Beau Bassin,ROCHES BRUNES,R.Rey,71409
Beau Bassin,ROCHES BRUNES,Rene Goblet,71409
Beau Bassin,ROCHES BRUNES,S.C. Chung Ching Wah,71409
Beau Bassin,ROCHES BRUNES,S.K.Chady,71409
Beau Bassin,ROCHES BRUNES,Y.Forget,71409
Beau Bassin,ROCHES BRUNES,Sevremont (part),71519
Beau Bassin,ROCHES BRUNES,Dupont (north side),71519
Beau Bassin,ROCHES BRUNES,Ravi Shankar ( one side),71519
Beau Bassin,ROCHES BRUNES,Pepin (small part-one side),71519
Beau Bassin,SAINT MARTIN,SAINT MARTIN,90705
Beau Bassin,VERGER BISSAMBAR,Part of R.Rivet,71410
Beau Bassin,VERGER BISSAMBAR,Verger Bissambar Lane,71410
Beau Bassin,VERGER BISSAMBAR,P.Boodhram,71410
Beau Bassin,VERGER BISSAMBAR,Imp Bharati,71410
Beau Bassin,VERGER BISSAMBAR,S.M.Chellumbrum,71410
Beau Bassin,VERGER BISSAMBAR,School lane,71410
Beau Bassin,VUILLEMIN,Dupont (north side),71519
Beau Bassin,VUILLEMIN,Dr Pepin (from Arrighi to Randabel,71519
Beau Bassin,VUILLEMIN,Arrighi,71519
Beau Bassin,VUILLEMIN,D.Khodabacus,71519
Beau Bassin,VUILLEMIN,M.Vishnu Temple,71519
Beau Bassin,VUILLEMIN,A.N. Solim,71519
Beau Bassin,VUILLEMIN,Imp J.Koenig,71519
Beau Bassin,VUILLEMIN,Hossenally Street,71519
Beau Bassin,VUILLEMIN,Donat Lane,71519
Beau Bassin,VUILLEMIN,Randabel (west) ,71519
Beau Bassin,VUILLEMIN,Ravi Shankar ( west side),71519
Beau Bassin,VUILLEMIN,Vuillemin Street,71519
Vacoas / Floreal,Allee Brillant ,,74101
Vacoas / Floreal,Allee Brillant,,73401
Vacoas / Floreal,Angus,,73402
Vacoas / Floreal,Beard,,73103
Vacoas / Floreal,Berthaud,,74102
Vacoas / Floreal,Bonne Terre,,73304
Vacoas / Floreal,Camp Belin,,73105
Vacoas / Floreal,Camp Mapou,,73106
Vacoas / Floreal,Camp Roches,,73107
Vacoas / Floreal,Carreau Lalianne,,73108
Vacoas / Floreal,Cite EDC,,74103
Vacoas / Floreal,Cite Henriette,,73109
Vacoas / Floreal,Cite La Caverne,,73310
Vacoas / Floreal,Cite Loiseau,,74104
Vacoas / Floreal,Cite Mangalkhan,,74105
Vacoas / Floreal,Clairfonds No.1,,73411
Vacoas / Floreal,Clairfonds No.2,,73412
Vacoas / Floreal,Clairfonds No.3,,73413
Vacoas / Floreal,De Burg Edwards,,74106
Vacoas / Floreal,Diolle,,73114
Vacoas / Floreal,E.Anquetil,,73215
Vacoas / Floreal,Glen Park,,73116
Vacoas / Floreal,Glen Park NHDC,,73117
Vacoas / Floreal,Grannum,,73418
Vacoas / Floreal,Gymkhana,,73419
Vacoas / Floreal,Henrietta,,73120
Vacoas / Floreal,Hollyrood No.1,,73221
Vacoas / Floreal,Hollyrood No.2,,73222
Vacoas / Floreal,Jackson,,73423
Vacoas / Floreal,John Kennedy,,74107
Vacoas / Floreal,King George V,,74108
Vacoas / Floreal,La Caverne No.1,,73324
Vacoas / Floreal,La Caverne No.2,,73325
Vacoas / Floreal,La Marie,,73126
Vacoas / Floreal,La Vanille,,73227
Vacoas / Floreal,Ligne Berthaud,,73328
Vacoas / Floreal,Modern,,73329
Vacoas / Floreal,Mon Desir,,73330
Vacoas / Floreal,Morc Fleuriot,,73431
Vacoas / Floreal,Morc GIDC,,74109
Vacoas / Floreal,Morc Medine,,73132
Vacoas / Floreal,Morc Munbodh,,73233
Vacoas / Floreal,Morc Peerun,,73234
Vacoas / Floreal,Morc Pousson,,73135
Vacoas / Floreal,Morc Sauba,,73436
Vacoas / Floreal,Morc Seetaram,,73137
Vacoas / Floreal,Queen Mary,,74110
Vacoas / Floreal,Quinze Cantons No.1,,73238
Vacoas / Floreal,Quinze Cantons No.2,,73239
Vacoas / Floreal,Reunion,,73240
Vacoas / Floreal,Riverwalk,,73441
Vacoas / Floreal,Riviere Seche,,74111
Vacoas / Floreal,Sadally,,73242
Vacoas / Floreal,Simonet,,74112
Vacoas / Floreal,SMF QTRS,,73443
Vacoas / Floreal,Solferino No. 1,,73344
Vacoas / Floreal,Solferino No. 2,,73345
Vacoas / Floreal,Solferino No. 3,,73346
Vacoas / Floreal,Solferino No. 4,,73347
Vacoas / Floreal,Solferino No. 5,,73348
Vacoas / Floreal,St Paul,,73449
Vacoas / Floreal,Thompson,,73250
Vacoas / Floreal,Trait dUnion,,73451
Vacoas / Floreal,Tres Bon No. 1,,73252
Vacoas / Floreal,Tres Bon No. 2,,73253
Vacoas / Floreal,Tres Bon No. 3,,73254
Vacoas / Floreal,Tres Bon No. 4,,73255
Vacoas / Floreal,Vingta No. 1,,73356
Vacoas / Floreal,Vingta No. 2,,73357
Vacoas / Floreal,Vingta No. 3,,73358
Vacoas / Floreal,Visitation,,73359
Trou aux Biches,Cite EDC Pere Laval,,22301
Trou aux Biches,Morc Asviva,,22302
Trou aux Biches,Morc Bassa,,22303
Trou aux Biches,Morc Choisy ,,22304
Trou aux Biches,Morc Elaya,,22305
Trou aux Biches,Morc Future,,22306
Trou aux Biches,Morc Hossen,,22307
Trou aux Biches,Morc Jhuboo,,22308
Trou aux Biches,Morc Mascareign,,22309
Trou aux Biches,Morc Moosary,,22310
Trou aux Biches,Morc Papin,,22311
Trou aux Biches,Morc Ramdewar,,22312
Trou aux Biches,Morc Ramdhany,,22313
Trou aux Biches,Morc Residence,,22314
Trou aux Biches,Morc Sagitaire,,22315
Trou aux Biches,Morc Souvenir,,22316
Trou aux Biches,Morc Tobago,,22317
Trou aux Biches,Morc Trio,,22318
Trou aux Biches,Morc VRS Choisy,,22319
Trou aux Biches,Residence Le Flibustier,,22320
Trou aux Biches,Trou aux Biches I,,22321
Trou aux Biches,Trou aux Biches II,,22322
Trois Boutiques,Beau Fonds,,52001
Trois Boutiques,Carreau Esnouf,,52002
Trois Boutiques,Carreau La Paille,,52003
Trois Boutiques,Cite Ouvrière,,52004
Trois Boutiques,Cite Trois Boutiques,,52005
Trois Boutiques,Malakoff,,52006
Trois Boutiques,Morc Pitchen,,52009
Trois Boutiques,Morc. Aspirale,,52007
Trois Boutiques,Morc. Les Palmiers,,52008
Trois Boutiques,Plein Bois,,52010
Trois Boutiques,Trois Boutiques,,52011
Trois Boutiques,Union Vale,,52012
Trois Boutiques,Virginia,,52013
Trou D'Eau Douce,Beau Rivage,,42201
Trou D'Eau Douce,Camp Nadal,,42202
Trou D'Eau Douce,Camp Nowbuth,,42203
Trou D'Eau Douce,Camp Toorab,,42204
Trou D'Eau Douce,Debarcadere,,42205
Trou D'Eau Douce,Desperoux,,42206
Trou D'Eau Douce,La Pelouse,,42207
Trou D'Eau Douce,Le Maho,,42208
Trou D'Eau Douce,Montee Bastille,,42209
Trou D'Eau Douce,Palmar Beach,,42210
Trou D'Eau Douce,Sept Croisees(inc Montaigu),,42211
Trou D'Eau Douce,Touessrock/Casuarina,,42212
Trou D'Eau Douce,Victoria,,42213
Tombeau Bay,Auberge,,21701
Tombeau Bay,Bay Village,,21702
Tombeau Bay,Cite Florida,,21703
Tombeau Bay,Cite Illois,,21704
Tombeau Bay,Cite La Chaux/State Land,,21705
Tombeau Bay,Docker's land,,21706
Tombeau Bay,Elizabethville,,21707
Tombeau Bay,Industrial Zone,,21708
Tombeau Bay,Le Goulet (Royal Rd),,21709
Tombeau Bay,Morc Beau Rivage,,21710
Tombeau Bay,Morc Boucan,,21711
Tombeau Bay,Morc Concorde,,21712
Tombeau Bay,Morc Coprim,,21713
Tombeau Bay,Morc Dassagne,,21714
Tombeau Bay,Morc Filature,,21715
Tombeau Bay,Morc Fong Sing,,21716
Tombeau Bay,Morc Illois,,21717
Tombeau Bay,Morc La Cocheyle,,21718
Tombeau Bay,Morc Le Verger,,21719
Tombeau Bay,Morc Madhoo,,21720
Tombeau Bay,Morc Mignot,,21721
Tombeau Bay,Morc Rouillard,,21722
Tombeau Bay,Morc Ruhomatally,,21723
Tombeau Bay,Morc Senestra,,21724
Tombeau Bay,Morc Swan,,21725
Tombeau Bay,Morc Zenith,,21726
Tombeau Bay,N.H.D.C,,21727
Tombeau Bay,Paille en Queue,,21728
Tombeau Bay,Pont Bruniquel,,21729
Tombeau Bay,Residence St Malo,,21730
Tombeau Bay,Riche Terre,,21731
Tombeau Bay,St Malo,,21732
Tombeau Bay,Tombeau Bay (Royal Rd),,21733
Tombeau Bay,Tresor,,21734
Tombeau Bay,Village les cocotiers,,21735
Tyack,CITE TYACK,,61801
Tyack,LOWER TYACK,,61802
Tyack,MORC BLUE PRINT,,61803
Tyack,NHDC TYACK,,Â 61804
Tyack,UPPER TYACK,,61805
Triolet,Cinema Casse,,21501
Triolet,Cite EDC,,21502
Triolet,Huitieme Mile,,21503
Triolet,Neuvieme Mile,,21504
Triolet,NHDC (Solitude),,21505
Triolet,Septieme Mile,,21506
Triolet,Solitude,,21507
Triolet,Terminus,,21508
Triolet,Trois Boutiques,,21509
The Vale,Lower Vale,,31301
The Vale,Upper Vale,,31302
Tamarin,Barachois,,90901
Tamarin,Cap Dal,,90902
Tamarin,Cite EDC,,90903
Tamarin,Cite Padco,,90904
Tamarin,Domaine Mont Calme,,90905
Tamarin,La Mivoie,,90906
Tamarin,La Tourelle,,90907
Tamarin,Morc Black Rock,,90908
Tamarin,Morc Carlos,,90910
Tamarin,Morc Corail,,90911
Tamarin,Morc Investors,,90912
Tamarin,Morc Le Domain,,90913
Tamarin,Morc Les Alizees,,90914
Tamarin,Morc Les Salines,,90915
Tamarin,Morc Salt Pan,,90916
Tamarin,Morc. La Falaise,,90917
Tamarin,Morc. Mont Calme,,90909
Tamarin,Morc. St. Benoit,,90918
Tamarin,Morc. Verojan,,90919
Tamarin,NHDC,,90920
Tamarin,Tamarin,,90921
Tamarin,Tamarin Golf,,90922
Terre Rouge,Bois Marchand,,21401
Terre Rouge,Bois Pignolet,,21402
Terre Rouge,C.E.B Sq.,,21404
Terre Rouge,Camp La Boue,,21403
Terre Rouge,Cite Bois Marchand,,21405
Terre Rouge,Mamzelle Laure,,21406
Terre Rouge,Morc Bussawon,,21407
Terre Rouge,Morc Peerun,,21410
Terre Rouge,Morc Soobratty,,21413
Terre Rouge,Morc. Cathan,,21408
Terre Rouge,Morc. Green Park,,21409
Terre Rouge,Morc. Ragoobar,,21412
Terre Rouge,Morc. Tara,,21414
Terre Rouge,Morc.Poonith,,21411
Terre Rouge,St Joseph,,21415
Terre Rouge,Terre Rouge,,21416
Surinam,African Town squatters,,60901
Surinam,Balance,,60902
Surinam,CEMETARY Squatters,,60903
Surinam,Cite de Dieu Squatters,,60904
Surinam,Cite EDC 1 Surinam,,60905
Surinam,Cite EDC 2 Surinam,,60906
Surinam,Coastal/mandir,,60907
Surinam,Katamaraz,,60908
Surinam,Martiniere,,60909
Surinam,Morc Dhunputh,,60910
Surinam,Morc DIDI,,60911
Surinam,Morc Gobin,,60912
Surinam,NHDC Filao,,60913
Surinam,Pomponette,,60914
Surinam,Riambel,,60915
Surinam,Rochester/Mosque,,60916
Surinam,Saint Louis,,60917
Surinam,Sept Croisees,,60918
Surinam,Trois Bras,,60919
Souillac,Cite Boodhoo,,60801
Souillac,Cite E.D.C Chaline,,60802
Souillac,Cite E.D.C Pitot,,60803
Souillac,Cite Gris Gris,,60804
Souillac,Cite Texamon,,60805
Souillac,Lady Barkly,,60806
Souillac,Morc Brise de Mer,,60807
Souillac,Morc GRIS GRIS,,60808
Souillac,NHDC Brise De Mer,,60809
Souillac,Souillac,,60810
Souillac,Terracine,,60811
Souillac,VRS 1 souillac,,60812
Souillac,VRS 2 souillac,,60813
Sebastopol,Cent Gaulettes,,42101
Sebastopol,Cite Sebastopol,,42102
Sebastopol,Clavet,,42103
Sebastopol,Etoile,,42104
Sebastopol,Lesur,,42105
Sebastopol,Pellegrin,,42106
Sebastopol,Sebastopol,,42107
Saint Pierre,Camp Auguste,,81401
Saint Pierre,Chantenay, ,81429
Saint Pierre,Circonstance,,81402
Saint Pierre,Cite Cote D'Or,,81403
Saint Pierre,Cite EDC Cirsconstance, ,81427
Saint Pierre,Cite SILWF L'Agrement, ,81425
Saint Pierre,Cite St Catherine L'Agrement, ,81426
Saint Pierre,Cote d'Or VRS 1,,81404
Saint Pierre,Helvetia,,81405
Saint Pierre,Industrial Zone-Old Post Office,,81406
Saint Pierre,Kendra,,81407
Saint Pierre,L'Agrement,,81408
Saint Pierre,Les Rives de Courchamps, ,81430
Saint Pierre,Mont Fleuri,,81409
Saint Pierre,Morc Frangipanne Phase 2,,81410
Saint Pierre,Morc Frangipanne Phase 3,,81411
Saint Pierre,Morc MDA circonstance,,81412
Saint Pierre,Morc Merrytown,,81413
Saint Pierre,Morc Mont Desser Alma L'Agrement,,81424
Saint Pierre,Morc Raffray,,81414
Saint Pierre,Morc Traffic Centre,,81415
Saint Pierre,Morc VRS 1,,81416
Saint Pierre,Petit Verger,,81417
Saint Pierre,Roselyn Cottage,,81418
Saint Pierre,Rte Bois Cheri,,81419
Saint Pierre,SAINT PIERRE 114+162,,81420
Saint Pierre,Sites and Services,,81421
Saint Pierre,Tamil Temple L'Agrement, ,81428
Saint Pierre,Traffic Commercial centre,,81422
Saint Pierre,VIGNOL NHDC,,81423
St Hubert,Beau Site,,51901
St Hubert,Camp Filbert,,51902
St Hubert,Camp Florine,,51903
St Hubert,Camp Jardin,,51904
St Hubert,Camp Ramphul,,51905
St Hubert,Cent Gaulettes,,51906
St Hubert,Cite CHA,,51907
St Hubert,Cite St Hilaire,,51908
St Hubert,Hydro Power Station,,51909
St Hubert,Le Val Nature Park,,51910
St Hubert,Morc Dussoye,,51911
St Hubert,Morc Henry,,51912
St Hubert,Riche en Eau,,51913
St Hubert,St Hilaire,,51914
St Hubert,St Hubert,,51915
St Hubert,Ste Madeleine,,51916
St Hubert,Ste Philomene,,51917
Saint Julien Village,Rich Fund,,41902
Saint Julien Village,Saint Julien Village,,41901
Saint Julien Village,Union Flacq,,41903
Rose Belle,Balisson,,52101
Rose Belle,Baramia,,51802
Rose Belle,Camp Bouvet,,51803
Rose Belle,Capitol,,51804
Rose Belle,Chakla,,51805
Rose Belle,Chapel,,51806
Rose Belle,Cite Balisson (SILWF),,52107
Rose Belle,Cite EDC,,51808
Rose Belle,Cite Padco,,52109
Rose Belle,Gebert,,51810
Rose Belle,Le Vieux Moulin,,51812
Rose Belle,Letord,,51811
Rose Belle,Madame Lolo,,51813
Rose Belle,Marie Jeannie,,51814
Rose Belle,Mon Rose 1,,51816
Rose Belle,Mon Rose 2,,51817
Rose Belle,Mongelard,,51815
Rose Belle,Morc Bakory,,51818
Rose Belle,Morc Boolaky,,51819
Rose Belle,Morc Brito,,51820
Rose Belle,Morc Domaine,,51821
Rose Belle,Morc Jac,,51822
Rose Belle,Morc Orchidee,,51823
Rose Belle,Morc Rosiere,,51824
Rose Belle,Morc S.I.T,,51825
Rose Belle,Mosque Rd,,51826
Rose Belle,Railway,,51827
Rose Belle,Res Marc Chicose,,51828
Rose Belle,Rose Belle,,51829
Rose- Hill,ARAB TOWN,,71301
Rose- Hill,ARCADES REETOO,,71302
Rose- Hill,BEAU SEJOUR 3,Boundary (southern side) Rail to Murray,72101
Rose- Hill,BEAU SEJOUR 3,Cassidy Ave,72101
Rose- Hill,BEAU SEJOUR 3,Cretin Ave,72101
Rose- Hill,BEAU SEJOUR 3,Hassen Sakir Lane,72101
Rose- Hill,BEAU SEJOUR 3,Lees Ave ,72101
Rose- Hill,BEAU SEJOUR 3,Murray east side (Boundary to Antelme),72101
Rose- Hill,BEAU SEJOUR 3,Nuckchady Lane,72101
Rose- Hill,BEAU SEJOUR 3,Ollier (both sides) from Rail to Murray,72101
Rose- Hill,BEAU SEJOUR 3,Pasteur Ave,72101
Rose- Hill,BEAU SEJOUR 3,Rail from Ollier to Boundary,72101
Rose- Hill,BEAU SEJOUR 3,St Gerant Lane,72101
Rose- Hill,BEAU SEJOUR 4,Boundary southern side (Hitchcock to Murray),72102
Rose- Hill,BEAU SEJOUR 4,Cambridge Lane,72102
Rose- Hill,BEAU SEJOUR 4,Cirne  (Hammarsjold) Lane,72102
Rose- Hill,BEAU SEJOUR 4,Dr Ross Ave from Ollier to Boundary,72102
Rose- Hill,BEAU SEJOUR 4,Hitchick east sioe from Ollier to Boundary,72102
Rose- Hill,BEAU SEJOUR 4,Humbert Lane,72102
Rose- Hill,BEAU SEJOUR 4,Le Conte de Lisle Ave Ollier to Boundary,72102
Rose- Hill,BEAU SEJOUR 4,Murray western side  (Boundary to Antelme),72102
Rose- Hill,BEAU SEJOUR 4,Muslun Lane,72102
Rose- Hill,BEAU SEJOUR 4,Ollier from Hitchcockn to Murray (both sides) + Lanes,72102
Rose- Hill,BEAU SEJOUR 4,Oxford Lane,72102
Rose- Hill,BEAU SEJOUR 4,Sauba Lane,72102
Rose- Hill,BEAU SEJOUR 5,St Anne Lane,72301
Rose- Hill,BEAU SEJOUR 5,Stanley Ave (both sides) from Ollier to Boundady,72301
Rose- Hill,BEAU SEJOUR 5,Boundary (southern side) from Hitchcock to Stanley,72301
Rose- Hill,BEAU SEJOUR 5,F.Nightingale Ave,72301
Rose- Hill,BEAU SEJOUR 5,Hitchcock west side from Ollier to Boundary,72301
Rose- Hill,BEAU SEJOUR 5,Muslun Lane No 1,72301
Rose- Hill,BEAU SEJOUR 5,Ollier from Stanley to Hitchcock,72301
Rose- Hill,BELLE ROSE 6 CORIOLIS ,Eden colledge (girls) (walk 6),72106
Rose- Hill,BELLE ROSE 6 CORIOLIS (walk 5),Boundary Ave southern side from River to Railway,72106
Rose- Hill,BELLE ROSE 6 CORIOLIS (walk 5),Coriolis (whole) up to last house on rail,72106
Rose- Hill,BELLE ROSE 6 CORIOLIS (walk 5),Imp Boundary ,72106
Rose- Hill,BELLE ROSE 6 CORIOLIS (walk 5),L Koenig Ave ,72106
Rose- Hill,BELLE ROSE 7,A Chady Lane,72107
Rose- Hill,BELLE ROSE 7,Auckloo Lane,72107
Rose- Hill,BELLE ROSE 7,Coodien Lane,72107
Rose- Hill,BELLE ROSE 7,Dr Castel Ave,72107
Rose- Hill,BELLE ROSE 7,Imp Cheddy,72107
Rose- Hill,BELLE ROSE 7,Leckning Ave,72107
Rose- Hill,BELLE ROSE 7,Mareemootoo Ave,72107
Rose- Hill,BELLE ROSE 7,Ollier (northern side) from Royal road to Rail + lanes,72107
Rose- Hill,BELLE ROSE 7,Royal road Coriolis to Ollier,72107
Rose- Hill,BELLE ROSE 7,Van Nestor (Imp Georges) Lane,72107
Rose- Hill,BELLE ROSE 8,Ollier Ave from Royal road to Rail (southern side),72108
Rose- Hill,BELLE ROSE 8,Beau Sejour Ave,72108
Rose- Hill,BELLE ROSE 8,La Hausse Ave,72108
Rose- Hill,BELLE ROSE 8,G.Ythier Ave from Ollier to Mallefille,72108
Rose- Hill,BELLE ROSE 8,Mallefille Ave (Royal road to Laperouse Ave),72108
Rose- Hill,BELLE ROSE 8,Ythier Ave,72108
Rose- Hill,BELLE ROSE 8,La Perouse Ave (both sides),72108
Rose- Hill,BELLE ROSE 8,Madhoo Ave ,72108
Rose- Hill,BELLE ROSE 8,R Modun Ave,72108
Rose- Hill,BELLE ROSE 8,Kooraram Ave,72108
Rose- Hill,BELLE ROSE 8,Naz Ave from Beau Sejour Ave to Lapeyrouse Ave,72108
Rose- Hill,BELLE ROSE 8,Ghoorun Lane ,72108
Rose- Hill,BELLE ROSE 8,Wilson Ave  (Colville to La Perouse ) both sides,72108
Rose- Hill,BELLE ROSE 8,Wilson Ave (northern side) Royal road up to Colville,72108
Rose- Hill,BELLE ROSE 8,SSS Chaperon,72108
Rose- Hill,BELLE ROSE 8,Riverside Hotel,72108
Rose- Hill,BELLE ROSE 8,Royal road (both sides) from Ollier to Wilson,72108
Rose- Hill,BELLE ROSE 9,Wilson Ave south side Royal road to Colville Ave,72204
Rose- Hill,BELLE ROSE 9,De Caen Ave,72204
Rose- Hill,BELLE ROSE 9,Royal road from Wilson Ave to Belle Rose (Forget) Ave,72204
Rose- Hill,BELLE ROSE 9,Ganga Lane,72204
Rose- Hill,BELLE ROSE 9,Maroussem Lane,72204
Rose- Hill,BELLE ROSE 9,Hossenally Lane,72204
Rose- Hill,BELLE ROSE 9,MSC Building,72204
Rose- Hill,BELLE ROSE 9,Islamic College,72204
Rose- Hill,BELLE ROSE 9,Quality Beverages,72204
Rose- Hill,BELLE ROSE 9,Colville East Side( no 47 to 50),72204
Rose- Hill,BELLE ROSE 9,Colville west Side( no 43 to 45) ,72109
Rose- Hill,CAMP LEVIEUX 1,Alphonse Lane,71203
Rose- Hill,CAMP LEVIEUX 1,Barbier Ave,71203
Rose- Hill,CAMP LEVIEUX 1,Barbier Lane,71203
Rose- Hill,CAMP LEVIEUX 1,Berthaud Ave (west side)  C.D.Garde Ave to Ratsitatane Ave,71203
Rose- Hill,CAMP LEVIEUX 1,Canal Ave,71203
Rose- Hill,CAMP LEVIEUX 1,Cretin Lane,71203
Rose- Hill,CAMP LEVIEUX 1,Cretin Ave (north side) from  Berthaud Ave to Rue Canal ,71203
Rose- Hill,CAMP LEVIEUX 1,D'Argent Ave,71203
Rose- Hill,CAMP LEVIEUX 1,Dr Piarroux St,71203
Rose- Hill,CAMP LEVIEUX 1,Filao,71203
Rose- Hill,CAMP LEVIEUX 1,Freddy,71203
Rose- Hill,CAMP LEVIEUX 1,Impasse Barbier,71203
Rose- Hill,CAMP LEVIEUX 1,Imp Longane,71203
Rose- Hill,CAMP LEVIEUX 1,Imp Nabee,71203
Rose- Hill,CAMP LEVIEUX 1,Irene Street,71203
Rose- Hill,CAMP LEVIEUX 1,Junction Lane,71203
